sample_id,label,n_events,n_nodes,n_edges,build_time_s,peak_memory_kb
da8e85ee30babf6ba47a421f7df20284c138d5915fdda9b096b3e2a51e605409,Emotet,177,139,177,0.000278,
da8eeb2df6857ac505b4657163101eac08a3aebbc06d5345df874c635b223dfe,Emotet,1138,993,1138,0.002352,
da9e7ec7c6498816557c327c5c8040301e811d9b8f8f334d1f1af5379376a9c2,Emotet,117,71,117,0.000192,
daa6da0604dfd39a7ddcd18662131d6d95fdb57354b14e8c4b8525e00ada2f6a,Emotet,249,168,249,0.000445,
dac0c7604d0009aadd88ae66d20e3b15a77eeb84f3f5439d5a40dbbb01ce5de1,Trickbot,17,17,17,0.000034,
dad319cd360b74302072ce891b876f0d2f5f5977e76fef5381b96e75a886b38d,Trickbot,118,69,118,0.000202,22
dae388a5b9831d8ed606b185e23acd0770ee0fb31a3d77aa19025bf1a5587263,Emotet,1066,979,1066,0.002000,
dae5bbe0ee7af55427e1e9dced24061dbcb701a53aff04217bdfa8cc260d6683,Emotet,158,135,158,0.000282,
dae6cc52c84bceea0a6ed0f84c126684c9d077da31dd6215f28d8e3092cd0681,Trickbot,45,37,45,0.000095,
daeda7d6bdfc8585cd40c0b6ff5c1b2c65e439904a48d12a66a969e3d6396fc9,Emotet,964,933,964,0.001587,
daf5782f4cef040d1ce9e0695ef5e9858fe2ad868b44e88c4faece80e205f1fe,Trickbot,42,35,42,0.000070,
daf9b0878e611bc52d9cd71aff55ee4ce1dd6d71b2e2208e6d9a5856b801d659,Emotet,252,182,252,0.000360,
db15ff881848484ccb6497891f2157aeba8c9851a43b6ba0c1a460f543e4e34a,Emotet,42,28,42,0.000063,
db19494dab839432111f213bb1e3a08da753efbef526c840ae1ae549304ddd4d,Trickbot,1365,894,1365,0.002455,
db27458ac25defae4a5ed99c00e79f8a7e88fcc16d629e16aea0e30be95e5099,Emotet,1102,989,1102,0.002087,
db33c5d79798bf8b72a50f55ed9c1f3d5871e441e2b93bb5577f0985698cfcb5,Trickbot,91,78,91,0.000139,20
db5794255ef6c3f576d39fc8b69ec3af020a1a30dcacfbc25c6fa176fe40445e,Emotet,1103,983,1103,0.002576,
db5dd95782cbf505851a445849fca96c87dd6181720863765b9d5d69894132f4,Emotet,296,185,296,0.000559,
db691d793b16848ab823683c6f6ef0f9843b18b03fe86a7c2c49e825e22da643,Emotet,32,20,32,0.000087,
db9b85c701e7670e6a2196eba32abf76ea74ba1dd4be403ee9b7ca592b46155f,Trickbot,17,17,17,0.000061,
dba804f594533cf90100161f83cdff6c43e8a106bbb7207bc8829efc1c91b567,Emotet,276,194,276,0.000535,
dba8d723e8d4ba82b503667a5947b9e6dbfc2b50a441ad9b2f62b37ef6b40471,Emotet,142,90,142,0.000300,
dbbe1154a2bda72f9870b30b144cf0562896442e17123c0ff319f9bd47d1c1bf,Emotet,341,198,341,0.000621,
dbc027e7be6119ca343d17b929c17a7d40af49c7c96a32843d21c175ab9cab73,Trickbot,1241,775,1241,0.002163,
dbfb4f5c9552d2163880d5a1ea4daf011cdb1c702886498611502ad5ae3e2d31,Emotet,293,165,293,0.000466,
dc428499654ebc8b159661ece12aba1407bb11bc3cef1ac95d68afaac34e0381,Trickbot,1914,1279,1914,0.003333,432
dc48b740a09cb75154bbd35c7386f63b320324187159ff897806ca2e0b5ad19c,Emotet,335,186,335,0.000557,
dc4e7929c6621c247473fa708eadc8ee25ef275c0901dbac4b64da3bbdc11012,Emotet,298,195,298,0.000552,
dc63e4aef1ba40d2c78e697b9be92fb057b608ad944dc62f5318548370f8c779,Trickbot,8,8,8,0.000023,
dc685999c08e81b153e840e16ba7062bea1f3ff5441e529f5c31149430370333,Emotet,277,171,277,0.000465,
dc6bbb7aec6f17d36251561ea773fa9785b18bca11e555fd96a2d56a463b7b37,Emotet,201,151,201,0.000336,
dc77da7a1e5b9c856624ab0d1309deed85b4f876024157f2759fab040a2a1710,Trickbot,1913,1311,1913,0.003364,
dc78105256fd7fc9a3097e97f53de90d3ebd39ba3a00882377b898b29cc3ba2a,Trickbot,18,18,18,0.000041,
dc82476f686cf82bc542a9ce987361874fbbf7bc238ff155a245750eac44b854,Trickbot,1916,1220,1916,0.003063,
dc826bc3b94c750080e33975b26652ef5e59b0655c1340bb8a946917074476d1,Emotet,158,135,158,0.000234,
dc990f402794fc010ffcc136de1bd827424b45f2666ab8b5c783fe4659e7f555,Trickbot,14,8,14,0.000028,3
dc9cd1aa476d9f982d85460d46a16230dd2ca0a679ab3722c27e01253b86ab65,Trickbot,1308,811,1308,0.001968,
dcaad899fc535b6de5c81a19292f3b59713b5346da9c064b5f8c77b060a8962f,Emotet,89,58,89,0.000139,
dcb6a98460e39c51b02f7d47f77c4254022f98093283df4a9fce7a9ff1ec60e4,Trickbot,1923,1260,1923,0.003503,
dcb97baf2edc9cd21a1b7bbe27599fdd7ca23411ba92b52f6fdc7ed234f8b378,Emotet,227,139,227,0.000329,
dcbaf667a0694c3da3fb2426ca9a07dd3564a34bf326c24b5959b7839ef3f5f8,Trickbot,108,84,108,0.000181,
dcbc8a4afadaf6d5132b1848be86e0ae4006c56bcf1c265ec00175dfdf1ff861,Trickbot,767,209,767,0.000988,
dcdadd49b417234a659ea680728fc3a2fd8f54fd2937dc08e37177a41a07ba33,Emotet,599,227,599,0.000804,
dce6b197ad2397da2edcb3c5f7db01bae89bc19d49d755554f9a9ae6b7e91582,Emotet,6532,3550,6532,0.013508,
dcff10be51a9cefed367d2a5dd319e531d518c37ac7cdece97bb0cb44132178c,Emotet,170,134,170,0.000305,
dd03dc5b556f2009605a10d41d42107292d9c1bb97cf8f4a355da8efdcb55f84,Trickbot,7,8,7,0.000019,2
dd046e197b6a5e9cb1801be9d90c9e7dce8f44763ced00de77a7f4c7becdb8ef,Emotet,21,13,21,0.000039,
dd0c509faf3f5b19805e3b700f4aa9d11c3f131ca5dfcf865b8409600b12f766,Trickbot,90,52,90,0.000124,
dd236cefbfe9447b3d1387d5147bb854be5d14bbd19136b5466c0fb5f2e08852,Trickbot,62,50,62,0.000132,
dd342aadc84bc40be359949bb1686fb980c6669a2565ffc4d66458242bcab376,Trickbot,8,8,8,0.000033,
dd41837732dcdc8e4dd6807a41afac6f9ace064a45c76f406cc5fd4d4e947f63,Trickbot,1945,1268,1945,0.003578,
dd87131a4a92bb76240f340cd530489dd31992ed5a2e102b80dda286fbd411ad,Emotet,181,138,181,0.000303,
dd89e57513612ebcd917d6644b97a92fb074d5dab7da6bd7e5ac4bd93ba20219,Trickbot,1209,782,1209,0.002008,
dd8ca5a40f3de32b88cfd51e843fc40ceb95c2d93b6d6eab2a31f77bc4a3bc11,Trickbot,124,93,124,0.000184,
ddb71f7ad407010884d9c57dfa1bd6c7a8b4f9604a5822674b320cec2e891136,Emotet,305,189,305,0.000416,
ddbc421afdaac172c89a06133bec9f02c450412b15e50832cdbad2cc759fda2f,Trickbot,189,97,189,0.000309,33
ddc910b0ad32a30ad4b0d98da9ff8d46e60d674ec66891f200a8dad6339d4f58,Trickbot,1289,850,1289,0.002184,
ddd1b8e1b36baa1ccda2a57b427c34f9996aa8e059db2f0dca388b7838fbb8a0,Emotet,241,190,241,0.000353,
ddf2956c4a89cafa79f394ca9c2c60b81712f84dfe3bb0c021c3edead3580d96,Trickbot,82,70,82,0.000121,
ddf596fd77d9ba6e441dee4b6a7125d2fa8254dac5c5ed59db5861613ea03b81,Trickbot,1206,781,1206,0.001866,
ddf867752fb55f1c39a150610dfcf4c4ec8dc784edb692cb1d0a2870054061d9,Emotet,175,144,175,0.000267,
de1a3b100486ce263b6a43060df93fda0ca6ee7a08df051e37e39d4cb4cf0e73,Emotet,13,10,13,0.000025,
de1d56c11a96a4cf6eecbc6158deab0fae22bc6d923c7b98e300b5fd417a5221,Emotet,393,216,393,0.000672,
de2973cdba44be46f8dcc829e19679bae0eea3d8e70bb4854ffcdc2e66842556,Emotet,268,183,268,0.000391,
de29a037c6d00d61664bab22db63617427438fbea267f233f54d4b3585c62b9c,Emotet,305,188,305,0.000465,
de44d25281542afcc23e43ee2cf903f6e134ed8934fa9dd1e02e161d3a34969a,Trickbot,47,37,47,0.000079,10
de787303076569316d72cca380cce5c5c2a106eb9e5e0fa8196aa228f5a99fa5,Emotet,205,150,205,0.000389,
de81e8d0589c3f4a63340b4a35c0e106df18adb4287b992aaadffe00ce43da95,Trickbot,1975,1331,1975,0.003735,
de9ba0736015447b14b7efc2cbdce83a4a11cce9f429e1a0b40b5379e1246980,Emotet,377,232,377,0.000619,
debf4dc3f6d2244565b4857b91b0fab31202e7482bae4a48a127a7ada86aa0ba,Trickbot,15,10,15,0.000028,
dec275d4f2bec67052882fc7afc81d8a89b95293b91307f82c14eef699aa8481,Emotet,262,181,262,0.000476,
deca3be654504d28d58507d7d847b1bb35c9d23535c008ef7ce27d9ad1a23f5f,Emotet,374,227,374,0.000531,
decbdb959db0874c1b4d18a8b389ecd2229a4c8f0bc6b74f97d8741e6d594348,Emotet,270,188,270,0.000478,
dedaebe49b54eb07ef25a029d519269bd9dc5b4435818bdbd61314dc6a8d73ec,Emotet,178,135,178,0.000268,
deea861b4160cf895c8140266c5b6c6c39ba1e2c03af360eec31b0f5e4fe57f2,Emotet,218,134,218,0.000286,
def320f90a82863cdbac66b599a6037ce15fdea4b1e44bc6791d544fcbeacc52,Emotet,361,274,361,0.000709,77
df055b5b5b96311965c1b1aeada2802ffdf0d3242321b1620116b3166c335514,Trickbot,1835,1235,1835,0.003321,
df112cc5fa355befb7771f5a3a1d1f815cb54c5116c5aa089e59f4000dd4828a,Emotet,322,204,322,0.000496,
df21119e0545611e68d49b6f6cd859c258eb2ac0dacf9577040053e7516a8668,Emotet,208,153,208,0.000291,
df2c17dd6a94278823d5faf58be34e5deaa97eb30b610a22241feeb4bfeaf2af,Trickbot,57,43,57,0.000090,
df35cb0c2264b59e8b99a8e79d0b613064255da5e19659697f46368d9ef50692,Trickbot,38,32,38,0.000072,
df493447934f4ca0056f999558c5b0b9954797e5cc186d82f048c5c0b8a3c8ad,Trickbot,243,39,243,0.000264,
df4fd49dc53618d7f3a14246f90e97b1061d976bfb86cba638bf32d47b0765e9,Emotet,185,147,185,0.000262,
df5660262fe1effd13e95df6ffc1df9cf898f741987ffc8900235c182e5b6668,Trickbot,18,18,18,0.000044,
df5e641dc7f95c7a1d67a2a39b369f82907c46483bac2d7d1893a6b276c4ffeb,Emotet,179,145,179,0.000316,
df7fec0ef4f9c0b6916eb450bd285eda5e9d7b3f532e34ab5fa3d6cce43842e0,Emotet,265,182,265,0.000393,54
df83ff64a2af1b57f82cfdd9977abbfbc1831f88d5a9b8dd484302a48a0b93ad,Trickbot,77,67,77,0.000136,
df8de65b3cce5e60de0564665a4c27283b70226e3341c455c10f0df7712413b3,Trickbot,1226,801,1226,0.002055,
dfa400cd8c03b2be30cc72090d6c17e47c5553137c0075d15a6a56c62e1af886,Emotet,153,130,153,0.000230,
dfacc69f7de443ad19f0618ade2c7122534d3aba0804dc40324ce9537658e5ef,Emotet,254,149,254,0.000344,
dfb7ad2befc5f9f319cca60900d04935df09464985074be477468c6b402762c5,Trickbot,66,46,66,0.000101,
dfd5923037e0b18a1d414a8098708cc99c49a2ab09ef87654155d0dc624b1662,Trickbot,9,9,9,0.000020,
dff3fc7bbd28a80992f750bad6820bf44c929c317628386234ae72ede6e7523a,Trickbot,125,76,125,0.000212,
dffea76140e0b971e522aa248284c3fcf8487684da308754870ff0d111c58a50,Emotet,185,143,185,0.000275,
e001ebc994ac57e377ed487f0bb880f7223cabf96554390b9f3efc8540baf873,Trickbot,42,35,42,0.000075,
e03aa98fe52fafd5d90778733bb2d061d254c6d9bafa35bccaa63c7fdae348cf,Emotet,1091,985,1091,0.002221,288
e049ff90d49f5dc7f848d293c3a1e1413fb9678f7f46804a2e4f52ea04ac7244,Emotet,162,135,162,0.000257,
e07cf3eff3c59d042e35eae1cabde7edcbb578aa93bdc0caabff0fc335f28b56,Emotet,248,178,248,0.000344,
e083e9cc0ff5c7394310f3d17f9207cb82edd7422d539887cdf019e9e4cdf829,Trickbot,43,36,43,0.000074,
e08a2ee1f4734f961fc45caadc74ecff20ab066e1994f15c28e916dd8779942a,Emotet,170,137,170,0.000256,
e09330deb1b4efafe84deb5fcabda3f80ab8f7f907c82300243186fdec13c437,Trickbot,1382,830,1382,0.002224,
e09737712a7d3fd81d944f1c90ef736676afa38bbbbb1beddfd7f14729a8ef4c,Emotet,144,90,144,0.000244,
e0a56701ed8bfc74195cc4732d7ef6c57bfdebfda6b563aa01709e5362a63a67,Trickbot,3604,1969,3604,0.006173,
e0b0ad2b946e2fe547bae545b3b4fda9e206a809f5c7ad11bcb1045a659374f4,Emotet,69,35,69,0.000125,
e0eb41ccb2f33576f65ece6072b8f07af7b93ab847f3858d1b75468ed41fd2da,Trickbot,1247,784,1247,0.002048,
e103df1bcab8748156f4bbb936fcc7e18773fd87efe4e507a8c60bd0aa12af3d,Emotet,263,181,263,0.000401,54
e1105507bf19994a28d5bb5dabb4c524b2f8932cf220ed62acab9310ed587cfe,Emotet,272,185,272,0.000414,
e12aa5e96b5ec37e928a06c5eaa173fcc1d0de0b5129d4797c6a69e8ad550244,Trickbot,8,8,8,0.000020,
e13d53a2fc22699cf1cdc847d2838b3bfa32989fe4a6540bf5c044992bbe1f8b,Trickbot,129,39,129,0.000164,
e16481514a4575893c3a470cada692edb5e844c1b9c9477fc8b79f458e513613,Emotet,261,182,261,0.000463,
e198e309ec3b575642118710f66d18b14b772290de4ae380919c352065d50f8a,Emotet,970,937,970,0.001843,
e19eeaee888d0b9b2e319982bbe8dedab886a3212cd2c852f956f09ca7a304cb,Emotet,56,23,56,0.000075,
e1a0f639ce36c10ebdc64a4abb4bb4d8bb9a659564bf61ce8136ec91df7c0be6,Trickbot,125,93,125,0.000184,
e1a657fe051c7a884affaf8e1c837316a884c8d2338964fce93c80d8eb8403f4,Emotet,3,4,3,0.000015,
e1aea4783971eb572847acc153cb5f9e039c4bc7ecb29e524f9bb89dbc7be6e1,Emotet,302,198,302,0.000465,
e1c1ae192cadef4edf6ac8f6ba1bb363c603da9b9f0fb6231dcabf3d66ef916e,Emotet,304,189,304,0.000479,59
e1c7e157e4222e9193c0b9ceab59458f0663f817e63dfd7979a6f9eae1f738e2,Trickbot,69,37,69,0.000102,
e1cbc128c225ab9af4d97d45af4ccf47a28256b6ef374bc5bb630c2b5ca1c4c9,Trickbot,9,9,9,0.000022,
e1d04becf743f654ab81930e6c4408d103170bd340a04621e5a140e5bf2796a3,Emotet,206,151,206,0.000362,
e1dae37b338ac5cf6eb7b406968c94ac8c3035e7e720473afed51888885faf44,Trickbot,924,253,924,0.001185,
e20083e3262c4a509b7c087da8efcf420b38fc4a2b5cb7d1fc7518a96f4c7aac,Trickbot,8,8,8,0.000027,
e20818d5831348b24926909acceadb72d381d82c98cffb01680dacf583f564ef,Trickbot,50,39,50,0.000090,
e2278f7f09a788d6feb4827183ee3f155c41efe1377c9d77ace231494589bafa,Emotet,11,11,11,0.000025,
e229db558b2ac4056112c732330d41663c64e23029aa6e9959271685c573b9c9,Trickbot,96,50,96,0.000142,
e2380abfe2aeec39be358d496bb666f75828baeea1cad2726b0c8e5e83dff161,Emotet,978,928,978,0.001824,
e2662759dd74916ec1e7af24476bd3f9051a9f3839899f1fb41ce841fe2b1a8b,Trickbot,1206,763,1206,0.001840,270
e277bfb8276c7dd57324ac8c2a82b2c313e0a98fdde4f116b4f69110859e4500,Emotet,202,152,202,0.000301,
e28128ccb068664a3b46aa9eb36e7f0aa1ab856415f2917fc1a28ce4b43bdb3f,Trickbot,1215,771,1215,0.001856,
e281d367fa60972d04986925c5005b21c6cf27ae73654d799646c7528fd20594,Emotet,3,4,3,0.000016,
e28323ab72fe01bc966a60fada6b7b87527fee5380c36c03002d7813c6f96e48,Emotet,255,181,255,0.000395,
e28ad203f757bab93d15977c174420f816e1b2b63e323f44e5c341525b74a272,Emotet,253,181,253,0.000372,
e2b08367810b17c0cdf55c6b697e3748cff2766eb37d1fd519db95c6548d7dba,Trickbot,74,58,74,0.000127,
e2b0b15d07a5f54679d27573a1c677e57fc3ff6854250c13e0af52e69027bcb7,Trickbot,1956,1300,1956,0.003230,
e2b7f41a61f2f7a6a45ded164adb18a4d172a21334797a229c0ae6c74922059c,Trickbot,10,10,10,0.000023,
e2d24b7fa8949841feaef655ebeafda227b0b998938875ebfa6d670ccb40264e,Trickbot,19,18,19,0.000046,
e2f67c27c532cac3f33d6485102d1c6abe22216b0b1fdd283002bee9679cb80b,Trickbot,629,258,629,0.000832,107
e3012ce475402811cfad773974e29b4c83f7d4608b93a22dadc53055b2dea13e,Emotet,36,16,36,0.000056,
e30abb1d83a512bdf4a615511d0a329efbac42cd3d414d736e54d3385e92c6e2,Emotet,46,28,46,0.000100,
e30f1ea0b6e3b7fa083270a1de65103b54ee7c78049282ae17060435dfbee051,Trickbot,18,9,18,0.000042,
e3205eee1721b5a4c5502086866ae642964bacb38efafcb9eb08803085d9212a,Trickbot,1858,1218,1858,0.003095,
e3243bddabce2f705b1d05231dd5c613a1a5908e488c3ec3e91b44facf9d66d3,Emotet,292,193,292,0.000425,
e32b3b1ea3aa838da937f1f3f355bcaee28b7cf612bce6bc0d800f2709661e90,Emotet,13,9,13,0.000033,
e344bca9e7c89d3398af7cb9ebfc1d94830752a5ccd04acddb2cf091cfe8a283,Emotet,251,183,251,0.000357,
e3647149483b92ed7d8e502ed13f8c368c989b5686cb7ba40ea2989484064c16,Trickbot,3578,1932,3578,0.007204,
e382b2dbaadf177cc2d72d757d3a622abd73d29bfe7479e57bd406f568dea3ac,Trickbot,1437,926,1437,0.002144,
e3a52761372d66d083cdbdcfb7b1e718f106c7abe9c2cd683c6bd4c7bd8be7ca,Emotet,253,192,253,0.000396,54
e3a647dc9766be072991529cc35d4b0e34b31aba8d06c42347d32ef0e2afd214,Trickbot,42,35,42,0.000090,
e3dbdeb2ba6bfe38748e848741b0bff4c3a26e88bf98741afa70527acb8a0675,Trickbot,153,80,153,0.000208,
e3f80e17374d4a80fc77105ba781a65ee2be9657fe8ca8d7de8e2286904cdc09,Trickbot,17,17,17,0.000037,
e3ffe9fd5d0f9c32a14c66f904bd3a848e20b4cbde8250dc177f7a9079f88887,Emotet,44,27,44,0.000068,
e42577e12fe128b90e79a4c4c4b486f819139bcf50cceb20eb98467a2a1efcd9,Emotet,314,194,314,0.000438,
e429bfaf3f5e617066ef42034e596567587e76b0095b9608f2cf5af83c7a9b7b,Emotet,995,934,995,0.001895,
e4493cfee82819c0b2475c012e4d521ae91d3e93756d98c667a5dd647cd92744,Emotet,283,191,283,0.000446,
e45665f44e8227a6e55d39322bb1c80e5197688c19a6ddf82dd8e6042f28c394,Trickbot,1161,760,1161,0.001775,
e4608197ed040394d9e6da7dc7a1c00a8d9a6a46ac83ee365bb23bc26e674b74,Emotet,1107,988,1107,0.002101,
e47621f0b995f86f7be801b85a889d458bc52b1edda12d9c7064409a2c4b1511,Emotet,1055,960,1055,0.002091,279
e47e108bb8dd1480ff1e1d4ab50d1089dff6b6508e1ac505059d20840d3649de,Trickbot,111,81,111,0.000214,
e496c19918b94bd3abe13d330573defd32b680ed463f17ddedd57ccc30fb0d2a,Trickbot,1274,807,1274,0.002316,
e49bb0105ceb07bed1e5f5d0f2f505f735b825be29b9ac08aee502389736b02b,Trickbot,53,39,53,0.000098,
e4afad1d987477155f67eb38f99687b1b7b62f4c5226f63136d38a72db1c7715,Emotet,291,198,291,0.000433,
e4c1e3ec9318ce2f250abd99cc5b78c065d97f0032c785581fb8111a85ac8664,Trickbot,1443,870,1443,0.002248,
e4c6c26389af4e811b7882562630e625b98fe3798d5fa9a8ed90afce5a6e674e,Trickbot,1797,1186,1797,0.003312,
e4ecea72fb48f34e5fa6f0b65197d3492460961619c44052f664db6a3731c0c0,Emotet,288,187,288,0.000452,
e50375f4eaccb53f223e58c91104d8dbc044801b7ecd8fec0177cfddf455ca9c,Trickbot,1205,819,1205,0.001914,
e507bac4702434c11b480cdd138985bb36e33f571b367cc71e453fcf137c1aef,Trickbot,8,8,8,0.000025,
e5131c9821c0e22aa42b72cf18c7863e86b980d7ab5cf6a773baf831b276aac1,Emotet,456,216,456,0.000621,81
e5211949312f74e76a3745756602a69944cd816d5294c89bc067cd393e577d5a,Trickbot,74,61,74,0.000109,
e52c41b4ff8bb9196318589f13976722afc2c4b67a7da567944af9566ad4f883,Emotet,62,47,62,0.000094,
e54bc2d7eb679717a1a16b93006701d13975c6f89eed9a2e0c01030f8fec09b7,Emotet,285,186,285,0.000475,
e5746a283f13019693a23fecfd1cfd2c4fcd4ba626704a4f0cfb5c7dd1fec24a,Trickbot,42,35,42,0.000077,
e5850c0141635e7cd480d2c7e8be6af42777a12d7e2867bafe7c1ea910e4f7d2,Trickbot,93,78,93,0.000143,
e5856762b9327c2032757e1874aca55e7bf80b60f4a5b77f34e1d9b5a44c6639,Trickbot,1198,752,1198,0.001831,
e59759c64e08e949a200573f6f5e56618877b087885754bcd4285b6d645af105,Emotet,29,22,29,0.000052,
e59b9aef4da605460a74fa9c117b5ab80c87304199669c92191b60eccb203f4b,Trickbot,44,37,44,0.000071,
e5a8ac92b55858079dde62e56f5a49690d94a758f080ef632653a86c600bc87e,Emotet,1063,971,1063,0.001764,
e5ceeb1f78b683a3efecf77e2d5b8251b04281cd12ebfc374d36cfb62a92d657,Trickbot,1140,727,1140,0.001869,257
e5d7daa2245e4ca3654a4321d1af91339ebb1bdbbed2bb8d6bd0a1a93a581390,Trickbot,50,34,50,0.000073,
e5e067d45c705958e0f4816290c924021b29a32efcc9718765c19c7d57065d81,Trickbot,97,76,97,0.000137,
e5e3ec6c1aef778b3783e7699d45adc53268aee9f0523dc06e3be8866d13fc71,Emotet,177,141,177,0.000253,
e5e635d7f54508eb42a65136fe571a7d122f0c7b7a7b4bf0cab804682f333151,Trickbot,1892,1301,1892,0.003230,
e5ecf39a2565d297f7263d2fc953c0e5173b977667c739c6b771570c6f9d99d1,Trickbot,1187,770,1187,0.001761,
e5ed80b518d782d75244ddc5af3c6305d43eb5e3489a3641a26ae8a5bb796fec,Emotet,315,219,315,0.000473,
e5fcbb48fac38c77a2ab9a2346f927f5c8d957f4929c12f5f7493c133667964c,Emotet,180,144,180,0.000259,
e60a0bd2f9d029b07476285245f8499a06dcefa0daaacd51054da8a655c10284,Trickbot,9,9,9,0.000030,
e60ac6500680c5469df543cb6952bd837e895a69e378909800faa56342a6f715,Emotet,299,194,299,0.000457,
e60d741aa0e406f38459dc3debb1475dcce8e13bfc211da95c9c387cea77c0b4,Trickbot,2899,1550,2899,0.005262,618
e61a29a8603abe90ab9d58fa2de92a44f1dbf6eafcb22a2e09564fe915b2f225,Emotet,153,131,153,0.000233,
e61f154dc4e3ba92294b279757f29a69ba0ebcce641589d8beb6538c4e6a6038,Emotet,276,186,276,0.000386,
e648918213047713a163206dd380debb9e415bd5b0c236670f6c0549fe0f56c2,Emotet,24,21,24,0.000055,
e6518ebb1d47f9fd1f10abc7706203ded834f02148dcc93de093f492cc1f859e,Trickbot,1898,1248,1898,0.003234,
e6872f064626eb77d139e83a8a5fdf47cf49f820d2f8b28c7656a751c06b73c8,Emotet,174,135,174,0.000263,
e69a6ad3178d9621ca6b3b2ce8db7d58010ee5111bd21b24be238a1208622520,Trickbot,47,39,47,0.000087,
e6cb7b90bc6f33706d61f7daa31f48361792898efc55002e00338879d3e31ee7,Emotet,61,33,61,0.000083,
e6d418fab618538ef33450bf308bd4abbcf7ed389b50e75fd02d4f16e355e168,Emotet,44,28,44,0.000080,
e6dc55c311138001749f6dcd7f5d75c693001cb4260aa30db4762499459f0589,Trickbot,2196,1267,2196,0.003619,
e6e55721da92662e8a44a2e95632222e2d8c70566cddeb22e930c962cd1a844d,Trickbot,1993,1367,1993,0.003195,502
e6f5941d58ac7b7fc0e11f0763769f408e24e42443b373a8e3fbfaf719577667,Emotet,180,148,180,0.000276,
e7249aeb1e661d48e821d8ee231285da126a77d5b145cece241eb180748c6ea6,Emotet,245,178,245,0.000342,
e745df3648d828705f2a1e76cd9c41b4878b644f40abda0a59608f53d2eed292,Emotet,236,176,236,0.000406,
e75809ffc81f0fbbd2685dd39aad998d3874344b4594cabc0ee83e39f56f5ca7,Emotet,174,140,174,0.000327,
e7595a747283dcc9fbb815ac884bf48585fa103154ed8cf0742ac2509cbad47d,Trickbot,9,9,9,0.000023,
e76b08587d8d61adcf1375d74ec20a8f2c15bb381641dcde85f9a453e25bce3e,Emotet,159,131,159,0.000244,
e77231e5c3c84bcdf5b9d50f46fff73ad3b4857a173d0df46714979da1c305e2,Trickbot,1228,764,1228,0.001832,
e77b79415e5c443694ee8f11261077a085b3b0a87e14a47e56ebeb0dd3fd1f02,Emotet,286,188,286,0.000427,
e77bd3e284c8ce818294e84916948e75421f9aa4ae4e24b31549a4362f7d107e,Emotet,331,200,331,0.000467,
e77ce96fa8da4cfbcd9f9379901edaadaa3957bb6f99f9cb155c3a19cd8e7bc2,Emotet,385,203,385,0.000534,71
e78b8e283e9d634833eefa446aedc231d4e6feee3757357d8a44e4c14ef4af99,Trickbot,1729,718,1729,0.002773,
e797ffc6af8e87e5ce3788129c0c6b7719d352643f48ecdee49406edce838098,Trickbot,17,17,17,0.000041,
e7ad62fe562e4af24f23187f45d9e0018fdfb74a6228bbaf06fc72559605facb,Trickbot,19,18,19,0.000034,
e7ae23df9d64629d0b000dca75afd6d3c16bdc9a8f3e95322f3405edcc86aeaa,Emotet,301,200,301,0.000437,
e7b0bd7c0b8b600de207a47e22c4264e48512b7298a0434859a0e811409934c0,Trickbot,9,9,9,0.000030,
e7d1977f5e0d10ad9d99566cd9befce9c41986655353d42e574bfec951a234fa,Emotet,272,191,272,0.000380,
e7df2ef9590b178752d32bb34f1ea36a5e24ab9f11b28f01323857e26bf7010f,Trickbot,50,38,50,0.000086,
e7e4903ad38c1de9e7314e5cde375fe2d76c898a985fd205ffadc8f816af0ba0,Trickbot,15,14,15,0.000034,
e8003783b2787cb1bbc80aa47c5facc5152934e403f613479d0934ffd4174f68,Trickbot,9,9,9,0.000026,
e809c7202658819944bde19d4c70079693b1d1bb36b9d57c06b40d275239e3a6,Emotet,180,142,180,0.000270,38
e8171f8882f4b74a2b4ef9f2067e96c46427106368b7ac03b2c7ccf3678c1314,Trickbot,8,8,8,0.000020,
e81e08031eae94a2e944809313cbfcf35e3ce62f366278a3ab0ba9a791e97990,Trickbot,85,71,85,0.000164,
e82eba56515cfb3c15dbb6541b74ccb9191c5a5558d93e62234e979c5a44d070,Emotet,1088,989,1088,0.002071,
e833a66489ee52ef0eb926b7f71f54cd1532166d39afbc3ba0e410044a147716,Trickbot,123,93,123,0.000199,
e867a8040eb1e1a4dcbfbb18aee49b1aaace0bb44b9de074a3050d2cc4d0b7bf,Trickbot,99,84,99,0.000200,
e8797564d31ca290fc4c0380d967ac28d196d4108fa988b9f5c3f2f34ce15afd,Trickbot,1370,907,1370,0.002141,
e87e8622517750111d20b6d802c2d2d0120fd78955b9913c82a887219316de8d,Emotet,175,96,175,0.000234,
e88249055702c863040b1ea0595d13fb033008dc4e467b84739ed871fcf73810,Emotet,314,194,314,0.000565,
e88dcb6c0c309ee5efbc9bf97929c6a3410f952193beea5654c7dec7012ac298,Emotet,977,932,977,0.001930,
e8c1a414ff9308486d4f63887226f2497dff300185700437cbb1d52918b6d3ee,Emotet,144,91,144,0.000221,28
e8daa87f7fd12e15285a19d4cc3d64b7d503be6a48b4b1df6201c73162c58acc,Emotet,189,155,189,0.000345,
e8e5e288d15a5e45906b7618c353536f98d3203d2fad77af0a75b241e3b119f6,Emotet,50,42,50,0.000081,
